id,poi_id,"poi_name","poi_url","poi_location","poi_comment","poi_time","poi_image","poi_type","poi_summary","key_word",poi_longitude,poi_latitude
11,3812,"北海公园","http://www.mafengwo.cn/poi/3812.html?fromMdd=10065","北京市西城区地安门西大街24号","","3小时以上","https://n2-q.mafengwo.net/s11/M00/DA/F7/wKgBEFrMx0mAOPn-AENtJ6Rns_o13.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCent","公园/国家公园 遗址遗迹 江河湖海 ","北海公园位于景山西侧，园内耸立山巅的白塔是标志性建筑，是我国现存最悠久、保存最完整的皇家园林之一。
公园以北海为中心，全园分为“北岸景区”“东岸景区”“琼岛景区”和“团城景区”四大区域。
公园广阔的水域在北京极为少见，园林风格结合了南方的婉约和北方的宏阔，颇具特色。
傍晚是划船游园的最好时候，可以观赏皇朝建筑，坐在湖畔与身边的老人聊聊北京城皇家野史，更可以融入踢毽子、抖空竹的人群。
每年农历腊月二十六日至农历正月初七日，都会举办迎春祈福文化节，祈求新的一年获得美好愿望。",NULL,116.39,39.933
12,3472,"什刹海","http://www.mafengwo.cn/poi/3472.html?fromMdd=10065","北京市西城区东起地安门外大街北侧、南至新街口北大街、西至新街口豁口、北至钟、鼓楼的区域","推荐理由古典与现代相容，传统与前卫契合，自然景观与人文胜迹辉映的老北京景区","3小时以上","https://p2-q.mafengwo.net/s11/M00/CF/1B/wKgBEFqaQ66AYwBtAAJfn49nBRY19.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCent","遗址遗迹 特色街道/街区 江河湖海 寺庙 ","什刹海也叫“十刹海”，因四周原有十座佛寺而得名，除了大片优美的湖面，众多名人故居、王府等古迹也散落其中。
其中最著名的当属恭王府，这里曾是清朝贪官和珅的府邸，府中的“镇宅之宝”是康熙御笔福字碑。
除此之外，什刹海酒吧街也相当热闹，很多明星成名前都曾在这里驻唱，比较出名的酒吧有胡同写意、甲丁坊等。
若有兴趣，还可以拐到烟袋斜街寻访大清邮局，在邮局敲几个精美的邮戳做纪念。",NULL,116.396,39.9371
13,3563,"慕田峪长城","http://www.mafengwo.cn/poi/3563.html?fromMdd=10065","北京市怀柔区渤海镇慕田峪村","推荐理由万里长城精华所在，多国元首曾到访的长城","3小时以上","https://b3-q.mafengwo.net/s6/M00/8C/9E/wKgB4lK6Pv6AFJWwAAPPCa89xis97.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","遗址遗迹 ","慕田峪长城位于怀柔区境内，是北京新十六景之一。西接居庸关长城，东连古北口。
慕田峪长城全长5400米，是中国目前最长的长城，开放段长城2250米，正关台三座敌楼并矗，十分罕见。
景区共有两条步道，分别从南北两个检票口处开始，北检票口可步行至从第10台、第8台登上长城；南检票口可步行至从第8台和第6台登上长城。
著名的长城景观箭扣、牛角边、鹰飞倒仰等位于慕田峪长城西端，是万里长城的精华所在。
英国前首相梅杰，美国前总统克林顿等多位外国首脑都曾到慕田峪游览。",NULL,116.557,40.4262
14,10123,"鸟巢","http://www.mafengwo.cn/poi/10123.html?fromMdd=10065","北京市朝阳区国家体育场南路1号","推荐理由空间结构新颖，建筑结构浑然一体，具有很强的震撼力和视觉冲击力","1-3小时","https://n3-q.mafengwo.net/s6/M00/CE/EB/wKgB4lOIRoyAFLXbAAPF5rEdd_480.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","综合体育场馆 ","位于北京奥林匹克公园中心区南部，占地面积20.4万平方米，能容纳观众9万多个，于2008年6月28日落成。
主体是由一系列钢桁架围绕碗状座席区编织而成的“鸟巢”外形，结构新颖、独特，具有很强的震撼力和视觉冲击力，充分体现了自然和谐之美。
北京奥运会期间，国家体育场作为主会场，承担了开闭幕式和各项赛事等，精彩绝伦的表演与鸟巢完美融合，令世人惊艳。
奥运会后成为北京市民广泛参与体育活动及享受体育娱乐的大型专业场所，并成为具有地标性的体育建筑和奥运遗产。 
登顶能俯看鸟巢内景，周边的奥林匹克公园景观大道尽收眼底。",NULL,116.398,39.9926
15,3516,"雍和宫","http://www.mafengwo.cn/poi/3516.html?fromMdd=10065","北京市东城区雍和宫大街12号","推荐理由北京规模最大、保存最完好的喇嘛教黄教寺院","1-3小时","https://b2-q.mafengwo.net/s11/M00/44/9C/wKgBEFtGKyaAGcuvAF8nHEhBSnM69.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCent","遗址遗迹 宫殿城堡 寺庙 ","位于北京市东城区内城的东北角即雍和宫大街路东，是北京市内最大的藏传佛教寺院。
清康熙三十二年，成为皇四子胤禛的府邸，1983年被国务院确定为汉族地区佛教全国重点寺院。
前部的七座建筑：昭泰门、钟楼、鼓楼、雍和门、雍和宫、讲经殿、密宗殿，呈现中国佛教寺院“七堂伽蓝”式标准布局。
从飞檐斗拱的东西牌坊到古色古香的东西顺山楼，共有殿宇千余间，非常的奢华大气，值得一逛",NULL,116.418,39.9474
16,3745,"北京大学","http://www.mafengwo.cn/poi/3745.html?fromMdd=10065","北京市海淀区颐和园路5号","推荐理由中国的最高学府之一，享有极高的声誉和重要的地位","1-3小时","https://p3-q.mafengwo.net/s11/M00/31/B4/wKgBEFqBqImASVKtAAYSVPpn7p015.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCent","学校 ","初名京师大学堂，是中国近代第一所国立综合性大学，被公认为中国的最高学府，亚洲和世界最重要的大学之一。
是中国“新文化运动”与“五四运动”等运动的中心发祥地，也是多种政治思潮和社会理想在中国的最早传播地，有“中国政治晴雨表”之称，享有极高的声誉和重要的地位。 
校园环境风景如画，既有皇家园林的宏伟气度，又有江南山水的秀丽特色，美丽的未名湖畔的湖光塔影伴随着大师的背影，这正是燕园中最美的图画。 
校园北与圆明园毗邻、西与颐和园相望，逛完校园可以再一并走完这里历史遗迹。",NULL,116.309,39.9923
17,3746,"清华大学","http://www.mafengwo.cn/poi/3746.html?fromMdd=10065","北京市海淀区双清路30号","推荐理由中国的最高学府之一，莘莘学子心驰神往","1-3小时","https://n4-q.mafengwo.net/s6/M00/2A/27/wKgB4lOMqgSAdapWAAMrivjZWh899.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","学校 ","创办于1911年，是中国最著名的大学。曾经是皇家园林，亭台楼榭与湖水树林相映，环境非常优美，园中的建筑大多中西合璧，显得高贵典雅。园内的主要景点有近春园、水木清华、大礼堂、清华学堂、二校门等，可以从西门进入后顺时针一一参观。其中近春园的荷塘，就是朱自清《荷塘月色》中所描写的荷塘，每到夏季开放，十分漂亮。",NULL,116.327,40.0042
18,7731162,"古北水镇","http://www.mafengwo.cn/poi/7731162.html?fromMdd=10065","北京市密云县古北口镇司马台村古北水镇","推荐理由长城脚下独具北方风情的度假式小镇，京郊度假的好去处。","1天","https://p3-q.mafengwo.net/s11/M00/4B/7A/wKgBEFtRVGuAbPcdAEjb28F4YLg85.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCent","古城/古镇/古村 保护区/度假区 村/镇 ","北京•密云古北水镇（司马台长城）国际旅游度假区位于北京市密云区，坐拥鸳鸯湖水库、背靠中国最美最险的司马台长城，距首都机场仅120公里。度假区面积9平方公里，拥有43万平方米的明清山地合院建筑群。是长城脚下独具北方风情的度假式小镇，也是集观光游览、休闲度假、商务会展、创意文化等旅游业态为一体，服务与设施一流、参与性和体验性极高的综合性特色休闲国际旅游度假目的地。",NULL,117.276,40.6537
19,10220,"前门大街","http://www.mafengwo.cn/poi/10220.html?fromMdd=10065","北京市东城区前门大街","推荐理由北京最著名的老街之一，经过改造成为了现代化的商业步行街。这里云集了不少上百年的老字号店铺。步行街上还有观光用的铛铛车。","1-3小时","https://p3-q.mafengwo.net/s11/M00/0D/E5/wKgBEFq5qTqAIrrAADf0O4MRO2M97.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCent","特色街道/街区 ","北京著名商业街，位于北京中轴线上，从月亮湾起，到天桥路口完，与天桥南大街相连。
大街长845米，明、清至民国时皆称正阳门大街，民众俗称前门大街，1965年正式定名为前门大街。
明朝中叶，由于商业的发达，前门大街两侧出现了鲜鱼口、猪（珠）市口、煤市口、粮食店等集市和街道。
其中还有很多著名的老字号店铺、像全聚德、东来顺等，大栅栏和鲜鱼口胡同也在其中。
现在在原有老字号商店和传统经营特色基本保留下来的同时，又陆续开设了服装百货、食品、钟表等新店。",NULL,116.398,39.8946
20,3936,"香山公园","http://www.mafengwo.cn/poi/3936.html?fromMdd=10065","北京市海淀区买卖街40号 ‎","推荐理由园内古迹众多，各具特色，更是感受京城秋色的最好去处","3小时以上","https://n1-q.mafengwo.net/s7/M00/5E/BA/wKgB6lRSRGSAM5idAFYOAMunflk95.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","公园/国家公园 山 ","香山公园位于北京西郊，景区内主峰香炉峰俗称“鬼见愁”。
园内文物古迹众多，有燕京八景之一的“西山晴雪”，集明清两代建筑风格的寺院“碧云寺”，国内仅存的木质贴金“五百罗汉”，迎接六世班禅的行宫“宗镜大昭之庙”，颇具江南特色的古雅庭院“见心斋”等。
香山红叶驰名中外，1986 年就被评为“新北京十六景”之一，成为京城最浓的秋色，每到深秋时节（10 月中旬至11 月中旬），数以万计的中外游客齐聚香山，共赏秋色。",NULL,116.194,39.9902
21,34665,"中国国家博物馆","http://www.mafengwo.cn/poi/34665.html?fromMdd=10065","北京市东城区东长安街16号天安门广场东侧","推荐理由中国最大的综合性历史博物馆，馆内拥有超过百万件藏品","3小时以上","https://p2-q.mafengwo.net/s11/M00/98/E3/wKgBEFpLiiiAeTzMAAKeBXaA54w93.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCent","美术馆/博物馆/展览馆 ","中国国家博物馆是全国最大的综合性博物馆，集合了各地的文化精髓。
博物馆分为五层，共有48个展厅，展厅面积非常大，而且展品极多，其中不乏罕见的国宝级精品。
不仅能看到陕西的兵马俑，还能看到四川的三星堆面具、圆明园的兽首等，参观时有如翻阅一本活的教科书。
整个国博细细看下来至少需要一天，不仅是一场长知识的头脑风暴，单是一路走下来都是件很考验体力的事儿。",NULL,116.402,39.905
22,3466,"北京动物园","http://www.mafengwo.cn/poi/3466.html?fromMdd=10065","北京市西城区西直门外大街137号","推荐理由我国开放最早、动物种类最多的动物园，从清光绪三十二年正式建园，已有逾百年的历史","3小时以上","https://b4-q.mafengwo.net/s9/M00/56/E4/wKgBs1byR5SABWlqAAsFM2q_RXk78.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","公园/国家公园 动物园 ","·位于北京市西城区西直门外大街，是中国规模最大、动物种类最全的城市动物园之一，从光绪三十二年至今已逾百年历史。
·分为东、南、北三个区，正门位于东区，北区还设有北京海洋馆（需另外购票）。
·园内有中国特产的珍贵动物大熊猫、金丝猴、东北虎、丹顶鹤等，还有来自世界各地的如非洲黑猩猩、澳洲袋鼠、美洲豹、墨西哥海牛等。
·还有科普馆，可以带上小朋友去学习有关动物的知识，科普馆时常会举办各种科普讲座。
·垫园内绿树成荫，绿化面积很大，非常适合踏青和亲子活动，北京老字号的“护国寺小吃”在园内设有分店，玩吃两不误。",NULL,116.339,39.944
23,77946,"奥林匹克森林公园","http://www.mafengwo.cn/poi/77946.html?fromMdd=10065","北京市朝阳区北辰东路15号","推荐理由亚洲最大的城市绿化景观，北京最大的城市公园，29届奥运会的后花园","3小时以上","https://n1-q.mafengwo.net/s5/M00/4C/30/wKgB3FDZm_iALULEAAYIcjRjkeM34.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","公园/国家公园 综合体育场馆 树木/森林 ","·位于北京中轴延长线的最北端，是亚洲最大的城市绿化景观，北京城区当之无愧的“绿肺”。
·分为南北两园，中间有一座横跨五环路的生态桥连接，南园以大型自然山水景观为主，北园则以小型溪涧景观及自然野趣密林为主。
·院内最著名的景观是“仰山”和“奥海”，还有奥林匹克的宣言广场，每年都有不同的鲜花盛开，非常美丽。
·除了美景，这里还是当地居民休闲娱乐之地，观景的同时，还可一观北京人的地道生活。",NULL,116.401,39.9917
24,3517,"孔庙和国子监","http://www.mafengwo.cn/poi/3517.html?fromMdd=10065","北京市东城区安定门内国子监街15号","推荐理由建筑古色古香，人文气息极其浓厚","3小时以上","https://b1-q.mafengwo.net/s8/M00/40/21/wKgBpVXrj6aAcXcBAD2XQoSyGAI042.png?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","美术馆/博物馆/展览馆 遗址遗迹 ","国子监位于北京安定门内国子监街（原名成贤街），与孔庙和雍和宫相邻，是我国元、明、清三代国家管理教育的最高行政机构和国家设立的最高学府。
孔庙是国子监的一部分，原称国子监孔庙或京师孔庙，是皇帝举行国家祭孔典礼的场所，它与国子监构成“左庙右学”的建制。
由于夏季炎热，每年10-4 月是最佳旅游季节，春暖花开，气候宜人，还可以顺便在皇城根公园一带溜达溜达，赏花看鸟，很惬意。
两处景点相邻，统称孔庙和国子监，只需要买1张门票，即可参观这2个景点，",NULL,116.414,39.946
25,10124,"水立方","http://www.mafengwo.cn/poi/10124.html?fromMdd=10065","北京市朝阳区天辰东路11号","推荐理由根据细胞排列形式和肥皂泡天然结构设计而成的，创意十分奇特","1-3小时","https://p4-q.mafengwo.net/s7/M00/5A/68/wKgB6lQiORWAA7f0AAiMFpWTqvg19.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","综合体育场馆 健身馆/游泳馆 ","位于北京奥林匹克公园内，2008年北京奥运会标志性建筑物之一，因外表酷似海水起泡而得名。
内部设施有比赛大厅、多功能大厅和嬉水乐园等，奥运会期间，承担了游泳、跳水、花样游泳等比赛。
除了举办活动和游泳健身，2楼还有专门的“泡泡吧”，想要和水立方亲密接触，就可以在这里体验一下。
现在游泳中心是集游泳、运动、健身、休闲于一体的多功能中心，为市民强身健体提供良好的基础条件。",NULL,116.39,39.9932
26,3499,"烟袋斜街","http://www.mafengwo.cn/poi/3499.html?fromMdd=10065","北京市西城区烟袋斜街","推荐理由形如烟袋的古文化商业街，明清传统风格建筑夺人眼目","1-3小时","https://n4-q.mafengwo.net/s6/M00/18/E6/wKgB4lN8rLeACSoFAAwFNrOkGak81.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","特色街道/街区 ","烟袋斜街全长232米，是北京最古老的的一条商业街，在清朝时主要经营烟具、装裱字画、贩卖古玩玉器等。
其实烟袋斜街本身就宛如一只烟袋，细长的街道好似烟袋杆儿，东头入口像烟袋嘴儿，因此以“烟袋”命名斜街。
这里有北京剪纸、吹糖人、北京特色小吃，充满了古老而独特的市井风情，韵味十足。
周边还有银锭桥、荷花市场、恭王府等著名景点，以及姚记炒肝、南门涮肉等特色美食，可以一并游玩。",NULL,116.396,39.9394
27,3526,"地坛公园","http://www.mafengwo.cn/poi/3526.html?fromMdd=10065","北京市东城区安定门外大街东侧","推荐理由地坛书市、庙会和银杏是地坛三宝","1-3小时","https://n3-q.mafengwo.net/s11/M00/17/93/wKgBEFuA7fCAU7cWAE1l7lN_cB052.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCent","公园/国家公园 遗址遗迹 ","又称方泽坛，是北京五坛中的第二大坛，明清两朝帝王祭祀“皇地祇神”的场所，也是我国现存的最大的祭地之坛。
秋天是地坛最美的季节，满园的银杏树一片金灿灿，较之人满为患的钓鱼台银杏大道，地坛就没有那么拥挤了。
此外，地坛书市是北京一年一度的图书盛会，在读者中具有效大影响，已成为京城百姓喜闻乐见的 图书文化盛会。
而每年春节地坛还会举行热闹的庙会，有卖传统物件的摊位、小吃摊等，在地坛上，还会有仿清的祭地表演，展示了皇帝祭祀大典的盛况。",NULL,116.408,39.9509
28,3560,"北京欢乐谷","http://www.mafengwo.cn/poi/3560.html?fromMdd=10065","北京市朝阳区金蝉西路东四环小武基北路(四方桥东南)","推荐理由北京人气最高的主题乐园，日场动感刺激，夜场梦幻缤纷","1天","https://n2-q.mafengwo.net/s9/M00/18/FC/wKgBs1ZkT_yACb1BAFFyMFyxad865.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","公园/国家公园 游乐场/游乐项目 ","位于北京东四环，是北京最大的集海、陆、空三栖游乐于一体主题公园之一。
有峡湾森林、亚特兰蒂斯、失落玛雅、爱琴港、香格里拉、蚂蚁王国和欢乐时光七个主题区。
内设40多项娱乐设备、近百项景观、表演和主题游戏，让人尽享畅快激情。
尤其是亚特兰蒂斯区的《花样跳水与飞翔摩托艇水上表演》、爱琴港区的极限竞技街头表演等，都各具特色，超刺激体验。",NULL,116.499,39.8614
29,3553,"明十三陵","http://www.mafengwo.cn/poi/3553.html?fromMdd=10065","北京市昌平区十三陵镇","推荐理由\"风水\"胜境，绝佳\"吉壤\"的宏大陵寝建筑群","1天","https://b1-q.mafengwo.net/s11/M00/72/B9/wKgBEFrA696AevmGAAbKiE3Z2Go42.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCent","遗址遗迹 墓地陵园 ","是明朝迁都北京后13位皇帝陵墓的总称，也是全国现存规模最大、帝后陵寝最多皇陵建筑群之一。
景区是个统一的整体，而各陵又自成一体，每座陵墓分别建于一座山前，长陵是明十三陵之首，明成祖朱棣之墓，也是十三陵中最大的皇陵。
长陵博物馆里有各种陪葬出土文物，凤冠、文臣礼帽、男士的玉腰带，发簪，很值得一看。
如今只有长陵，昭陵，定陵，神道四个景区开放，虽然为陵墓，但是目前发掘的只有定陵，游览地宫内部，会了解到明朝皇家墓葬的布局。
除了历史，去昭陵和神道上走走也是不错的，神道两旁是各种生动的石像，昭陵一带人少安静，适合静静散步。",NULL,116.225,40.2727
30,4089,"五道营胡同","http://www.mafengwo.cn/poi/4089.html?fromMdd=10065","北京市东城区安定门五道营胡同67号西门","推荐理由南锣、什刹海之外最新兴的文艺小资聚集地，文艺小清新们的新宠","1-3小时","https://b2-q.mafengwo.net/s8/M00/23/DA/wKgBpVURgaaAVcv4ABy8a0iI-zQ21.jpeg?imageMogr2%2Fthumbnail%2F%21226x226r%2Fgravity%2FCente","特色街道/街区 ","五道营旧称武德卫营，营是一种军事单位，驻军之地一般也称为营，1965年整顿改称五道营胡同。现在的五道营已经是北京最新兴的小资文艺聚集地，各种咖啡馆、书吧、精品小店比比皆是，是文青们的新宠之地。店后就是大杂院和民居，早上可以看到端着搪瓷大碗出门的大妈，晚上可以见到穿着时尚的文艺青年，非常有趣。",NULL,116.412,39.9486
